Whatever
# ------------------------------- 
# Level: 1
distance=29
# Gameboard: 
3,3,3,3,3
3,1,3,1,3
1,1,1,1,1
1,1,1,1,1
3,1,1,1,3
3,3,1,3,3
3,3,3,3,3
# Correct Panel: 
0,0,0,0,0
0,3,0,3,0
3,3,3,3,3
3,3,3,3,3
0,3,3,3,0
0,0,3,0,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 2
distance=17
# Gameboard: 
2,2,2,2,2
2,2,4,2,2
2,4,2,4,2
2,4,4,4,2
2,4,4,4,2
2,2,4,2,2
2,4,2,4,2
# Correct Panel: 
0,0,4,0,0
0,4,0,4,0
4,0,0,0,4
4,0,0,0,4
4,0,0,0,4
0,4,0,4,0
0,0,4,0,0
#
# ------------------------------- 
# Level: 3
distance=15
# Gameboard: 
2,6,6,6,4
2,3,1,6,4
6,1,3,6,4
6,6,4,6,4
6,4,6,6,4
6,6,6,6,6
6,6,6,6,6
# Correct Panel: 
0,2,2,4,0
0,1,3,4,0
0,3,1,4,0
0,4,0,4,0
0,0,4,4,0
0,0,0,0,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 4
distance=29
# Gameboard: 
3,1,6,6,4
4,2,5,5,4
4,2,4,5,6
1,6,4,4,3
4,6,3,4,4
4,5,4,2,6
4,4,4,3,4
# Correct Panel: 
1,2,5,5,0
3,4,6,6,0
1,2,0,3,4
6,4,0,6,5
0,3,4,0,0
0,6,5,4,3
0,0,0,6,2
#
# ------------------------------- 
# Level: 5
distance=25
# Gameboard: 
6,6,6,6,6
6,6,6,6,6
1,3,5,2,4
1,3,5,2,5
1,3,5,2,6
1,3,5,2,6
6,6,6,6,6
# Correct Panel: 
0,0,0,0,0
0,0,0,0,0
5,0,0,5,0
4,1,0,5,0
3,2,0,5,0
2,2,1,5,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 6
distance=22
# Gameboard: 
3,3,3,3,3
5,5,5,5,3
5,5,5,5,3
4,5,5,5,3
4,5,5,5,5
4,5,5,5,5
4,4,4,4,4
# Correct Panel: 
0,0,0,0,0
0,3,3,3,0
0,3,3,3,0
0,4,0,3,0
0,4,4,4,0
0,4,4,4,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 7
distance=26
# Gameboard: 
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,4,1,1
1,1,4,1,1
1,3,4,3,1
2,3,4,3,2
# Correct Panel: 
0,0,0,0,0
0,4,0,4,0
0,4,0,4,0
0,3,0,3,0
0,3,0,3,0
2,0,0,0,2
0,0,0,0,0
#
# ------------------------------- 
# Level: 8
distance=25
# Gameboard: 
3,6,6,6,3
2,3,6,3,2
2,6,3,6,2
2,3,2,3,2
2,6,3,6,2
2,3,6,3,2
3,6,6,6,3
# Correct Panel: 
6,0,0,0,6
3,6,0,6,3
3,0,6,0,3
3,0,3,0,3
3,0,6,0,3
3,6,0,6,3
6,0,0,0,6
#
# ------------------------------- 
# Level: 9
distance=22
# Gameboard: 
6,6,6,6,6
1,4,4,4,1
1,5,5,5,1
6,6,6,6,6
1,5,5,5,1
1,4,4,4,1
6,6,6,6,6
# Correct Panel: 
0,0,0,0,0
0,5,5,5,0
0,4,4,4,0
1,1,1,1,1
0,4,4,4,0
0,5,5,5,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 10
distance=26
# Gameboard: 
6,2,2,2,6
1,6,6,6,1
1,6,6,6,1
6,3,3,3,6
6,6,6,6,6
3,4,6,4,3
3,5,6,5,3
# Correct Panel: 
1,1,0,1,1
0,2,2,2,0
0,3,3,3,0
0,0,4,0,0
0,0,5,0,0
0,0,4,0,0
0,3,3,3,0
#
# ------------------------------- 
# Level: 11
distance=63
# Gameboard: 
2,2,2,2,2
2,3,1,3,2
2,1,1,1,2
3,1,1,1,3
3,1,1,1,1
1,3,1,3,1
3,1,1,1,3
# Correct Panel: 
0,0,0,0,0
0,0,3,0,0
0,3,3,3,0
0,3,3,3,0
2,0,3,0,2
2,2,3,2,2
0,2,2,2,0
#
# ------------------------------- 
# Level: 12
distance=82
# Gameboard: 
5,5,5,5,5
1,5,5,5,1
1,1,3,1,1
1,1,3,1,1
1,1,5,1,1
1,5,5,5,1
5,5,5,5,5
# Correct Panel: 
1,1,1,1,1
5,1,1,1,5
5,5,3,5,5
5,5,5,5,5
5,5,3,5,5
5,1,1,1,5
1,1,1,1,1
#
# ------------------------------- 
# Level: 13
distance=82
# Gameboard: 
3,4,4,4,3
3,4,4,4,3
2,3,3,3,2
2,3,3,3,2
2,3,3,3,2
3,5,5,5,3
3,5,5,5,3
# Correct Panel: 
5,0,0,0,5
5,0,0,0,5
5,2,2,2,5
0,0,0,0,0
4,2,2,2,4
4,0,0,0,4
4,0,0,0,4
#
# ------------------------------- 
# Level: 14
distance=8
# Gameboard: 
4,4,4,4,4
4,4,4,4,4
5,5,5,5,5
4,4,4,4,4
5,4,4,4,5
4,5,5,5,4
4,5,4,4,4
# Correct Panel: 
0,0,0,0,0
0,5,0,5,0
0,0,0,0,0
5,0,0,0,5
0,5,5,5,0
0,0,0,0,0
0,0,5,0,0
#
# ------------------------------- 
# Level: 15
distance=55
# Gameboard: 
5,6,6,1,1
2,6,2,2,5
5,3,3,3,3
4,4,4,4,5
5,1,2,3,5
6,5,5,5,5
6,6,5,5,5
# Correct Panel: 
1,5,5,2,3
4,5,3,0,4
2,0,4,0,0
0,0,1,3,0
3,0,0,6,2
0,2,6,4,0
0,0,3,6,1
#
# ------------------------------- 
# Level: 16
distance=55
# Gameboard: 
6,5,6,4,6
6,5,3,6,6
3,3,3,6,6
3,3,3,3,3
3,3,3,3,3
6,4,3,5,6
6,6,3,6,6
# Correct Panel: 
3,3,0,3,3
3,3,0,3,3
0,0,4,0,0
0,5,5,5,0
0,0,4,0,0
3,3,0,3,3
3,3,0,3,3
#
# ------------------------------- 
# Level: 17
distance=13
# Gameboard: 
1,1,4,1,1
4,1,1,4,1
1,4,1,1,4
4,1,4,1,1
1,4,1,4,1
1,1,4,1,4
1,1,1,4,1
# Correct Panel: 
4,0,0,0,0
0,4,0,0,0
4,0,4,0,0
0,4,0,4,0
0,0,4,0,4
0,0,0,4,0
0,0,0,0,4
#
# ------------------------------- 
# Level: 18
distance=17
# Gameboard: 
6,6,6,6,6
6,2,2,2,6
6,5,2,2,6
6,5,2,2,6
6,2,2,2,6
6,2,2,2,6
6,6,6,6,6
# Correct Panel: 
0,0,0,0,0
0,6,6,6,0
0,6,5,6,0
0,6,5,6,0
0,6,6,6,0
0,6,6,6,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 19
distance=14
# Gameboard: 
6,6,6,6,6
1,6,6,2,6
6,6,6,3,6
6,5,6,3,6
6,5,6,4,6
6,5,5,6,6
6,6,6,6,6
# Correct Panel: 
1,0,0,0,0
0,2,0,0,0
0,0,3,0,0
0,0,4,0,0
0,0,0,5,0
0,0,0,0,5
0,0,0,0,5
#
# ------------------------------- 
# Level: 20
distance=39
# Gameboard: 
6,6,6,6,6
6,6,6,6,6
6,6,6,6,6
6,3,3,3,6
4,5,5,5,5
5,5,5,5,5
5,1,1,1,5
# Correct Panel: 
0,5,3,5,0
0,5,5,5,0
0,0,0,0,0
5,5,5,5,5
0,0,0,0,0
0,1,1,1,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 21
distance=88
# Gameboard: 
4,3,2,5,1
4,3,2,5,1
4,3,2,5,1
4,3,2,5,1
3,2,1,4,5
3,2,1,4,5
3,2,1,4,5
# Correct Panel: 
1,2,3,4,5
1,2,3,4,5
1,2,3,4,5
1,2,3,4,5
5,1,2,3,4
5,1,2,3,4
5,1,2,3,4
#
# ------------------------------- 
# Level: 22
distance=15
# Gameboard: 
2,4,5,4,2
2,4,5,4,2
4,2,4,2,4
4,2,4,2,4
4,2,4,2,4
2,4,5,4,2
2,4,5,4,2
# Correct Panel: 
0,0,4,0,0
0,0,4,0,0
0,4,5,4,0
0,4,5,4,0
0,4,5,4,0
0,0,4,0,0
0,0,4,0,0
#
# ------------------------------- 
# Level: 23
distance=28
# Gameboard: 
4,3,1,2,4
4,2,3,1,4
4,1,2,3,4
4,3,1,2,4
4,2,3,1,4
4,1,2,3,4
4,3,1,2,4
# Correct Panel: 
0,1,2,3,0
0,3,1,2,0
0,2,3,1,0
0,1,2,3,0
0,3,1,2,0
