Easy
# ------------------------------- 
# Level: 1
distance=4
# Gameboard: 
1,1,1,1,1
1,1,1,1,1
1,2,1,3,1
1,1,1,1,1
1,5,1,4,1
1,1,1,1,1
1,1,1,1,1
# Correct Panel: 
0,0,0,0,0
0,2,0,3,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,5,0,4,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 2
distance=9
# Gameboard: 
2,2,2,2,2
2,2,2,2,2
2,5,5,5,2
2,2,2,2,2
2,2,2,2,2
2,2,2,2,2
2,2,2,2,2
# Correct Panel: 
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,5,5,5,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 3
distance=20
# Gameboard: 
3,3,3,3,3
3,3,3,3,3
3,3,3,3,3
3,3,1,3,3
3,3,1,3,3
3,3,1,3,3
3,3,1,3,3
# Correct Panel: 
0,0,0,0,0
1,1,0,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 4
distance=6
# Gameboard: 
4,1,1,1,4
4,4,4,4,4
4,4,4,4,4
4,1,1,1,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
# Correct Panel: 
0,0,0,0,0
0,1,1,1,0
0,1,1,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 5
distance=16
# Gameboard: 
5,5,5,5,5
5,5,5,2,2
5,5,5,2,2
5,5,5,5,5
1,1,5,5,5
1,1,5,5,5
5,5,5,5,5
# Correct Panel: 
0,0,0,0,0
0,2,2,0,0
0,2,2,0,0
0,0,0,0,0
0,0,1,1,0
0,0,1,1,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 6
distance=48
# Gameboard: 
6,1,1,1,1
6,6,6,6,6
6,6,6,6,6
6,6,6,6,6
6,6,6,6,6
6,6,6,6,6
3,3,3,3,6
# Correct Panel: 
0,0,0,0,0
0,0,0,0,3
1,0,0,0,3
1,0,0,0,3
1,0,0,0,3
1,0,0,0,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 7
distance=12
# Gameboard: 
1,1,4,1,1
4,1,1,1,4
4,1,1,1,4
4,1,1,1,4
4,1,1,1,4
4,1,1,1,4
1,1,4,1,1
# Correct Panel: 
0,0,0,0,0
0,4,4,4,0
0,4,0,4,0
0,4,0,4,0
0,4,4,4,0
0,0,0,0,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 8
distance=7
# Gameboard: 
2,2,2,2,2
3,2,2,2,2
2,3,2,2,2
2,2,3,2,2
2,2,2,3,2
2,2,3,2,3
2,3,2,3,2
# Correct Panel: 
3,0,0,0,0
0,3,0,0,0
0,0,3,0,0
0,0,0,3,0
0,0,0,0,3
0,0,0,3,0
0,0,3,0,0
#
# ------------------------------- 
# Level: 9
distance=11
# Gameboard: 
5,5,5,6,6
6,6,5,6,6
5,6,5,5,5
5,6,5,6,6
5,6,5,6,5
5,6,6,6,5
5,5,5,5,5
# Correct Panel: 
0,0,0,0,0
5,5,0,0,0
0,5,0,0,0
0,5,0,5,5
0,5,0,5,0
0,5,5,5,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 10
distance=23
# Gameboard: 
6,6,6,6,6
6,6,6,2,2
6,6,6,2,2
6,6,6,2,2
6,6,6,2,2
6,6,6,2,2
6,6,6,2,2
# Correct Panel: 
0,0,2,2,2
0,0,2,0,0
0,0,2,0,0
0,0,2,0,0
0,0,2,0,0
0,2,2,0,0
2,2,0,0,0
#
# ------------------------------- 
# Level: 11
distance=128
# Gameboard: 
5,5,1,3,3
5,5,1,3,3
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
2,2,1,6,6
2,2,1,6,6
# Correct Panel: 
6,6,0,2,2
6,6,0,2,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,3,0,5,5
3,3,0,5,5
#
# ------------------------------- 
# Level: 12
distance=13
# Gameboard: 
2,3,2,3,2
3,3,2,3,3
2,2,2,2,2
3,3,2,3,3
2,3,2,3,2
2,3,2,3,2
2,3,2,3,2
# Correct Panel: 
0,0,3,0,0
0,0,3,0,0
3,3,3,3,3
0,0,3,0,0
0,0,3,0,0
0,0,3,0,0
0,0,3,0,0
#
# ------------------------------- 
# Level: 13
distance=30
# Gameboard: 
1,3,4,4,4
3,3,4,4,4
3,1,3,1,1
3,3,3,1,1
5,5,1,1,1
5,5,1,1,1
5,5,1,1,1
# Correct Panel: 
0,4,0,0,0
4,4,0,0,0
4,0,0,0,0
4,5,5,0,0
0,0,5,0,0
0,0,5,5,0
0,0,0,5,0
#
# ------------------------------- 
# Level: 14
distance=22
# Gameboard: 
6,6,6,6,6
5,4,6,4,5
4,4,4,4,4
2,2,2,2,2
4,4,4,4,4
5,4,6,4,5
6,6,6,6,6
# Correct Panel: 
0,0,0,0,0
0,0,0,0,0
0,6,6,6,0
0,6,5,6,0
0,6,6,6,0
0,0,0,0,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 15
distance=34
# Gameboard: 
3,2,2,2,2
1,3,5,5,5
3,1,3,5,5
5,3,1,3,5
5,5,3,1,3
2,5,5,3,1
2,2,2,2,2
# Correct Panel: 
2,0,0,0,0
2,2,0,0,0
0,2,2,0,0
0,0,2,2,0
0,0,0,2,2
0,0,0,0,2
0,0,0,0,0
#
# ------------------------------- 
# Level: 16
distance=39
# Gameboard: 
6,6,6,1,1
6,6,6,1,1
6,6,6,1,1
6,6,6,6,6
6,6,6,1,1
6,6,6,1,1
6,6,6,1,1
# Correct Panel: 
1,0,0,0,0
1,1,0,0,0
0,1,1,0,0
0,0,0,1,1
0,1,1,0,0
1,1,0,0,0
1,0,0,0,0
#
# ------------------------------- 
# Level: 17
distance=66
# Gameboard: 
3,3,3,3,3
1,1,3,1,1
1,1,3,1,1
1,1,1,1,1
1,1,2,1,1
2,1,1,1,2
2,2,2,2,2
# Correct Panel: 
0,0,0,0,0
2,2,0,2,2
2,2,0,2,2
0,0,0,0,0
3,3,0,3,3
0,3,3,3,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 18
distance=23
# Gameboard: 
4,5,2,4,4
4,2,2,4,4
4,4,2,4,4
4,4,2,4,4
2,2,2,2,2
4,2,2,2,4
4,4,4,4,4
# Correct Panel: 
0,0,4,0,0
0,4,4,0,0
0,0,4,0,0
0,0,4,0,0
4,4,4,4,4
0,4,4,4,0
0,0,5,0,0
#
# ------------------------------- 
# Level: 19
distance=95
# Gameboard: 
6,6,6,6,6
6,6,6,6,6
3,4,5,3,4
3,4,5,3,4
1,1,1,1,1
3,3,3,3,3
1,1,1,1,1
# Correct Panel: 
1,1,1,1,1
1,1,1,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6,6,6,6,6
6,6,6,6,6
#
# ------------------------------- 
# Level: 20
distance=15
# Gameboard: 
6,6,2,2,6
6,6,2,2,6
2,2,6,5,4
2,2,6,5,4
6,6,6,5,4
4,4,4,6,6
4,4,4,6,6
# Correct Panel: 
2,2,0,0,0
2,2,0,0,0
0,0,5,0,0
0,0,5,0,0
0,0,5,0,0
0,0,0,4,4
0,0,0,4,4
#
# ------------------------------- 
# Level: 21
distance=59
# Gameboard: 
1,5,6,1,6
1,6,5,6,1
5,1,6,1,5
6,5,1,5,6
3,1,6,1,3
3,3,3,2,2
4,4,4,4,2
# Correct Panel: 
0,4,0,4,0
2,0,3,0,3
0,2,0,3,0
2,0,3,0,3
0,4,0,4,0
0,0,0,0,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 22
distance=29
# Gameboard: 
1,2,3,3,3
2,4,4,3,4
1,4,2,4,4
2,2,4,1,2
1,4,2,2,2
2,4,2,1,1
1,2,2,1,2
# Correct Panel: 
0,3,0,0,4
0,0,3,4,0
4,0,4,3,0
4,4,0,0,3
4,0,0,0,0
4,0,0,0,0
4,0,0,0,0
#
# ------------------------------- 
# Level: 23
distance=24
# Gameboard: 
3,4,5,5,5
3,4,5,5,5
3,4,4,4,4
3,3,3,3,3
3,3,3,3,3
1,1,1,1,1
6,6,6,6,6
# Correct Panel: 
0,5,4,4,3
0,5,4,4,3
0,5,5,5,5
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 24
distance=20
# Gameboard: 
4,4,5,5,5
1,1,4,5,5
4,1,4,4,5
1,4,1,1,4
4,1,4,1,4
1,4,4,4,1
4,1,4,4,4
# Correct Panel: 
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
1,0,1,0,0
0,1,1,1,0
1,0,1,1,1
#
# ------------------------------- 
# Level: 25
distance=16
# Gameboard: 
1,5,5,5,1
6,5,4,5,6
5,1,5,3,5
4,5,2,5,4
3,2,5,1,3
2,5,5,5,2
1,5,5,5,1
# Correct Panel: 
0,0,0,0,0
0,0,6,0,0
0,2,0,5,0
0,0,1,0,0
0,3,0,4,0
0,0,6,0,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 26
distance=37
# Gameboard: 
6,6,1,6,6
6,6,1,6,6
1,6,1,6,1
1,6,1,6,1
1,6,1,6,1
1,6,1,6,1
1,1,6,1,1
# Correct Panel: 
1,1,0,1,1
1,1,0,1,1
0,1,0,1,0
0,1,0,1,0
0,1,0,1,0
0,1,0,1,0
0,0,1,0,0
#
# ------------------------------- 
# Level: 27
distance=25
# Gameboard: 
2,1,1,1,1
2,2,2,1,1
2,2,1,2,1
2,1,3,2,1
2,1,4,2,2
2,1,3,2,2
1,2,2,2,2
# Correct Panel: 
0,2,2,2,2
0,0,0,3,2
0,0,4,0,2
0,2,0,0,2
0,3,0,0,0
0,2,0,0,0
2,0,0,0,0
#
# ------------------------------- 
# Level: 28
distance=20
# Gameboard: 
5,3,3,3,5
5,2,2,2,5
5,1,2,1,5
5,2,2,2,5
5,1,2,1,5
5,2,2,2,5
5,3,3,3,5
# Correct Panel: 
0,0,0,0,0
0,3,3,3,0
0,5,5,5,0
0,5,1,5,0
0,5,5,5,0
0,3,3,3,0
0,0,0,0,0
#
# ------------------------------- 
# Level: 29
distance=48
# Gameboard: 
3,6,3,3,6
5,1,2,6,6
5,1,2,6,6
5,1,2,6,6
5,6,3,5,5
6,6,3,5,5
6,6,3,5,3
# Correct Panel: 
0,1,0,0,1
0,0,1,2,0
0,0,0,2,0
0,0,3,0,2
0,5,0,3,3
5,5,0,3,3
5,5,5,3,0
#
# ------------------------------- 
# Level: 30
distance=64
# Gameboard: 
3,5,1,4,2
3,5,1,4,2
3,5,1,4,2
3,5,1,4,2
3,6,1,4,2
3,6,5,4,2
3,6,5,4,2
# Correct Panel: 
4,0,2,0,5
4,1,2,0,5
4,1,2,0,5
4,1,0,3,5
4,1,0,3,5
0,1,0,3,0
0,0,3,3,0
#

